id,timestamp,risk_score,risk_level
699,2025-04-26 13:17:10,1,Low
700,2025-04-26 13:17:11,2,Low
701,2025-04-26 13:16:22,3,Low
702,2025-04-26 13:16:23,0,Low
703,2025-04-26 13:16:24,0,Low
704,2025-04-26 13:16:25,1,Low
705,2025-04-26 13:16:26,3,Low
706,2025-04-26 13:16:27,2,Low
707,2025-04-26 13:16:28,1,Low
708,2025-04-26 13:16:29,1,Low
709,2025-04-26 13:16:30,2,Low
710,2025-04-26 13:16:31,2,Low
711,2025-04-26 13:16:32,2,Low
712,2025-04-26 13:16:33,0,Low
713,2025-04-26 13:16:34,0,Low
714,2025-04-26 13:16:35,0,Low
715,2025-04-26 13:16:36,0,Low
716,2025-04-26 13:16:37,1,Low
717,2025-04-26 13:16:38,0,Low
718,2025-04-26 13:16:39,3,Low
719,2025-04-26 13:16:40,1,Low
720,2025-04-26 13:16:41,1,Low
721,2025-04-26 13:16:42,3,Low
722,2025-04-26 13:16:43,0,Low
723,2025-04-26 13:16:44,3,Low
724,2025-04-26 13:16:45,2,Low
725,2025-04-26 13:16:46,0,Low
726,2025-04-26 13:16:47,1,Low
727,2025-04-26 13:16:48,0,Low
728,2025-04-26 13:16:49,0,Low
729,2025-04-26 13:16:50,2,Low
730,2025-04-26 13:16:51,0,Low
731,2025-04-26 13:16:52,1,Low
732,2025-04-26 13:16:53,1,Low
733,2025-04-26 13:16:54,1,Low
734,2025-04-26 13:16:55,1,Low
735,2025-04-26 13:16:56,0,Low
736,2025-04-26 13:16:57,0,Low
737,2025-04-26 13:16:58,1,Low
738,2025-04-26 13:16:59,2,Low
739,2025-04-26 13:17:00,1,Low
740,2025-04-26 13:17:01,2,Low
741,2025-04-26 13:17:02,3,Low
742,2025-04-26 13:17:03,2,Low
743,2025-04-26 13:17:04,0,Low
744,2025-04-26 13:17:05,1,Low
745,2025-04-26 13:17:06,0,Low
746,2025-04-26 13:17:07,3,Low
747,2025-04-26 13:17:08,1,Low
748,2025-04-26 13:17:09,1,Low
749,2025-04-26 13:17:10,1,Low
750,2025-04-26 13:17:11,2,Low
751,2025-04-26 13:16:22,3,Low
752,2025-04-26 13:16:23,0,Low
753,2025-04-26 13:16:24,0,Low
754,2025-04-26 13:16:25,1,Low
755,2025-04-26 13:16:26,3,Low
756,2025-04-26 13:16:27,2,Low
757,2025-04-26 13:16:28,1,Low
758,2025-04-26 13:16:29,1,Low
759,2025-04-26 13:16:30,2,Low
760,2025-04-26 13:16:31,2,Low
761,2025-04-26 13:16:32,2,Low
762,2025-04-26 13:16:33,0,Low
763,2025-04-26 13:16:34,0,Low
764,2025-04-26 13:16:35,0,Low
765,2025-04-26 13:16:36,0,Low
766,2025-04-26 13:16:37,1,Low
767,2025-04-26 13:16:38,0,Low
768,2025-04-26 13:16:39,3,Low
769,2025-04-26 13:16:40,1,Low
770,2025-04-26 13:16:41,1,Low
771,2025-04-26 13:16:42,3,Low
772,2025-04-26 13:16:43,0,Low
773,2025-04-26 13:16:44,3,Low
774,2025-04-26 13:16:45,2,Low
775,2025-04-26 13:16:46,0,Low
776,2025-04-26 13:16:47,1,Low
777,2025-04-26 13:16:48,0,Low
778,2025-04-26 13:16:49,0,Low
779,2025-04-26 13:16:50,2,Low
780,2025-04-26 13:16:51,0,Low
781,2025-04-26 13:16:52,1,Low
782,2025-04-26 13:16:53,1,Low
783,2025-04-26 13:16:54,1,Low
784,2025-04-26 13:16:55,1,Low
785,2025-04-26 13:16:56,0,Low
786,2025-04-26 13:16:57,0,Low
787,2025-04-26 13:16:58,1,Low
788,2025-04-26 13:16:59,2,Low
789,2025-04-26 13:17:00,1,Low
790,2025-04-26 13:17:01,2,Low
791,2025-04-26 13:17:02,3,Low
792,2025-04-26 13:17:03,2,Low
793,2025-04-26 13:17:04,0,Low
794,2025-04-26 13:17:05,1,Low
795,2025-04-26 13:17:06,0,Low
796,2025-04-26 13:17:07,3,Low
797,2025-04-26 13:17:08,1,Low
798,2025-04-26 13:17:09,1,Low
799,2025-04-26 13:17:10,1,Low
800,2025-04-26 13:17:11,2,Low
801,2025-04-26 13:16:22,3,Low
802,2025-04-26 13:16:23,0,Low
803,2025-04-26 13:16:24,0,Low
804,2025-04-26 13:16:25,1,Low
805,2025-04-26 13:16:26,3,Low
806,2025-04-26 13:16:27,2,Low
807,2025-04-26 13:16:28,1,Low
808,2025-04-26 13:16:29,1,Low
809,2025-04-26 13:16:30,2,Low
810,2025-04-26 13:16:31,2,Low
811,2025-04-26 13:16:32,2,Low
812,2025-04-26 13:16:33,0,Low
813,2025-04-26 13:16:34,0,Low
814,2025-04-26 13:16:35,0,Low
815,2025-04-26 13:16:36,0,Low
816,2025-04-26 13:16:37,1,Low
817,2025-04-26 13:16:38,0,Low
818,2025-04-26 13:16:39,3,Low
819,2025-04-26 13:16:40,1,Low
820,2025-04-26 13:16:41,1,Low
821,2025-04-26 13:16:42,3,Low
822,2025-04-26 13:16:43,0,Low
823,2025-04-26 13:16:44,3,Low
824,2025-04-26 13:16:45,2,Low
825,2025-04-26 13:16:46,0,Low
826,2025-04-26 13:16:47,1,Low
827,2025-04-26 13:16:48,0,Low
828,2025-04-26 13:16:49,0,Low
829,2025-04-26 13:16:50,2,Low
830,2025-04-26 13:16:51,0,Low
831,2025-04-26 13:16:52,1,Low
832,2025-04-26 13:16:53,1,Low
833,2025-04-26 13:16:54,1,Low
834,2025-04-26 13:16:55,1,Low
835,2025-04-26 13:16:56,0,Low
836,2025-04-26 13:16:57,0,Low
837,2025-04-26 13:16:58,1,Low
838,2025-04-26 13:16:59,2,Low
839,2025-04-26 13:17:00,1,Low
840,2025-04-26 13:17:01,2,Low
841,2025-04-26 13:17:02,3,Low
842,2025-04-26 13:17:03,2,Low
843,2025-04-26 13:17:04,0,Low
844,2025-04-26 13:17:05,1,Low
845,2025-04-26 13:17:06,0,Low
846,2025-04-26 13:17:07,3,Low
847,2025-04-26 13:17:08,1,Low
848,2025-04-26 13:17:09,1,Low
849,2025-04-26 13:17:10,1,Low
850,2025-04-26 13:17:11,2,Low
851,2025-04-26 13:16:22,3,Low
852,2025-04-26 13:16:23,0,Low
853,2025-04-26 13:16:24,0,Low
854,2025-04-26 13:16:25,1,Low
855,2025-04-26 13:16:26,3,Low
856,2025-04-26 13:16:27,2,Low
857,2025-04-26 13:16:28,1,Low
858,2025-04-26 13:16:29,1,Low
859,2025-04-26 13:16:30,2,Low
860,2025-04-26 13:16:31,2,Low
861,2025-04-26 13:16:32,2,Low
862,2025-04-26 13:16:33,0,Low
863,2025-04-26 13:16:34,0,Low
864,2025-04-26 13:16:35,0,Low
865,2025-04-26 13:16:36,0,Low
866,2025-04-26 13:16:37,1,Low
867,2025-04-26 13:16:38,0,Low
868,2025-04-26 13:16:39,3,Low
869,2025-04-26 13:16:40,1,Low
870,2025-04-26 13:16:41,1,Low
871,2025-04-26 13:16:42,3,Low
872,2025-04-26 13:16:43,0,Low
873,2025-04-26 13:16:44,3,Low
874,2025-04-26 13:16:45,2,Low
875,2025-04-26 13:16:46,0,Low
876,2025-04-26 13:16:47,1,Low
877,2025-04-26 13:16:48,0,Low
878,2025-04-26 13:16:49,0,Low
879,2025-04-26 13:16:50,2,Low
880,2025-04-26 13:16:51,0,Low
881,2025-04-26 13:16:52,1,Low
882,2025-04-26 13:16:53,1,Low
883,2025-04-26 13:16:54,1,Low
884,2025-04-26 13:16:55,1,Low
885,2025-04-26 13:16:56,0,Low
886,2025-04-26 13:16:57,0,Low
887,2025-04-26 13:16:58,1,Low
888,2025-04-26 13:16:59,2,Low
889,2025-04-26 13:17:00,1,Low
890,2025-04-26 13:17:01,2,Low
891,2025-04-26 13:17:02,3,Low
892,2025-04-26 13:17:03,2,Low
893,2025-04-26 13:17:04,0,Low
894,2025-04-26 13:17:05,1,Low
895,2025-04-26 13:17:06,0,Low
896,2025-04-26 13:17:07,3,Low
897,2025-04-26 13:17:08,1,Low
898,2025-04-26 13:17:09,1,Low
899,2025-04-26 13:17:10,1,Low
900,2025-04-26 13:17:11,2,Low
901,2025-04-26 13:16:22,3,Low
902,2025-04-26 13:16:23,0,Low
903,2025-04-26 13:16:24,0,Low
904,2025-04-26 13:16:25,1,Low
905,2025-04-26 13:16:26,3,Low
906,2025-04-26 13:16:27,2,Low
907,2025-04-26 13:16:28,1,Low
908,2025-04-26 13:16:29,1,Low
909,2025-04-26 13:16:30,2,Low
910,2025-04-26 13:16:31,2,Low
911,2025-04-26 13:16:32,2,Low
912,2025-04-26 13:16:33,0,Low
913,2025-04-26 13:16:34,0,Low
914,2025-04-26 13:16:35,0,Low
915,2025-04-26 13:16:36,0,Low
916,2025-04-26 13:16:37,1,Low
917,2025-04-26 13:16:38,0,Low
918,2025-04-26 13:16:39,3,Low
919,2025-04-26 13:16:40,1,Low
920,2025-04-26 13:16:41,1,Low
921,2025-04-26 13:16:42,3,Low
922,2025-04-26 13:16:43,0,Low
923,2025-04-26 13:16:44,3,Low
924,2025-04-26 13:16:45,2,Low
925,2025-04-26 13:16:46,0,Low
926,2025-04-26 13:16:47,1,Low
927,2025-04-26 13:16:48,0,Low
928,2025-04-26 13:16:49,0,Low
929,2025-04-26 13:16:50,2,Low
930,2025-04-26 13:16:51,0,Low
931,2025-04-26 13:16:52,1,Low
932,2025-04-26 13:16:53,1,Low
933,2025-04-26 13:16:54,1,Low
934,2025-04-26 13:16:55,1,Low
935,2025-04-26 13:16:56,0,Low
936,2025-04-26 13:16:57,0,Low
937,2025-04-26 13:16:58,1,Low
938,2025-04-26 13:16:59,2,Low
939,2025-04-26 13:17:00,1,Low
940,2025-04-26 13:17:01,2,Low
941,2025-04-26 13:17:02,3,Low
942,2025-04-26 13:17:03,2,Low
943,2025-04-26 13:17:04,0,Low
944,2025-04-26 13:17:05,1,Low
945,2025-04-26 13:17:06,0,Low
946,2025-04-26 13:17:07,3,Low
947,2025-04-26 13:17:08,1,Low
948,2025-04-26 13:17:09,1,Low
949,2025-04-26 13:17:10,1,Low
950,2025-04-26 13:17:11,2,Low
951,2025-04-26 13:16:22,3,Low
952,2025-04-26 13:16:23,0,Low
953,2025-04-26 13:16:24,0,Low
954,2025-04-26 13:16:25,1,Low
955,2025-04-26 13:16:26,3,Low
956,2025-04-26 13:16:27,2,Low
957,2025-04-26 13:16:28,1,Low
958,2025-04-26 13:16:29,1,Low
959,2025-04-26 13:16:30,2,Low
960,2025-04-26 13:16:31,2,Low
961,2025-04-26 13:16:32,2,Low
962,2025-04-26 13:16:33,0,Low
963,2025-04-26 13:16:34,0,Low
964,2025-04-26 13:16:35,0,Low
965,2025-04-26 13:16:36,0,Low
966,2025-04-26 13:16:37,1,Low
967,2025-04-26 13:16:38,0,Low
968,2025-04-26 13:16:39,3,Low
969,2025-04-26 13:16:40,1,Low
970,2025-04-26 13:16:41,1,Low
971,2025-04-26 13:16:42,3,Low
972,2025-04-26 13:16:43,0,Low
973,2025-04-26 13:16:44,3,Low
974,2025-04-26 13:16:45,2,Low
975,2025-04-26 13:16:46,0,Low
976,2025-04-26 13:16:47,1,Low
977,2025-04-26 13:16:48,0,Low
978,2025-04-26 13:16:49,0,Low
979,2025-04-26 13:16:50,2,Low
980,2025-04-26 13:16:51,0,Low
981,2025-04-26 13:16:52,1,Low
982,2025-04-26 13:16:53,1,Low
983,2025-04-26 13:16:54,1,Low
984,2025-04-26 13:16:55,1,Low
985,2025-04-26 13:16:56,0,Low
986,2025-04-26 13:16:57,0,Low
987,2025-04-26 13:16:58,1,Low
988,2025-04-26 13:16:59,2,Low
989,2025-04-26 13:17:00,1,Low
990,2025-04-26 13:17:01,2,Low
991,2025-04-26 13:17:02,3,Low
992,2025-04-26 13:17:03,2,Low
993,2025-04-26 13:17:04,0,Low
994,2025-04-26 13:17:05,1,Low
995,2025-04-26 13:17:06,0,Low
996,2025-04-26 13:17:07,3,Low
997,2025-04-26 13:17:08,1,Low
998,2025-04-26 13:17:09,1,Low
999,2025-04-26 13:17:10,1,Low
1000,2025-04-26 13:17:11,2,Low
1001,2025-04-26 13:16:22,3,Low
1002,2025-04-26 13:16:23,0,Low
1003,2025-04-26 13:16:24,0,Low
1004,2025-04-26 13:16:25,1,Low
1005,2025-04-26 13:16:26,3,Low
1006,2025-04-26 13:16:27,2,Low
1007,2025-04-26 13:16:28,1,Low
1008,2025-04-26 13:16:29,1,Low
1009,2025-04-26 13:16:30,2,Low
1010,2025-04-26 13:16:31,2,Low
1011,2025-04-26 13:16:32,2,Low
1012,2025-04-26 13:16:33,0,Low
1013,2025-04-26 13:16:34,0,Low
1014,2025-04-26 13:16:35,0,Low
1015,2025-04-26 13:16:36,0,Low
1016,2025-04-26 13:16:37,1,Low
1017,2025-04-26 13:16:38,0,Low
1018,2025-04-26 13:16:39,3,Low
1019,2025-04-26 13:16:40,1,Low
1020,2025-04-26 13:16:41,1,Low
1021,2025-04-26 13:16:42,3,Low
1022,2025-04-26 13:16:43,0,Low
1023,2025-04-26 13:16:44,3,Low
1024,2025-04-26 13:16:45,2,Low
1025,2025-04-26 13:16:46,0,Low
1026,2025-04-26 13:16:47,1,Low
1027,2025-04-26 13:16:48,0,Low
1028,2025-04-26 13:16:49,0,Low
1029,2025-04-26 13:16:50,2,Low
1030,2025-04-26 13:16:51,0,Low
1031,2025-04-26 13:16:52,1,Low
1032,2025-04-26 13:16:53,1,Low
1033,2025-04-26 13:16:54,1,Low
1034,2025-04-26 13:16:55,1,Low
1035,2025-04-26 13:16:56,0,Low
1036,2025-04-26 13:16:57,0,Low
1037,2025-04-26 13:16:58,1,Low
1038,2025-04-26 13:16:59,2,Low
1039,2025-04-26 13:17:00,1,Low
1040,2025-04-26 13:17:01,2,Low
1041,2025-04-26 13:17:02,3,Low
1042,2025-04-26 13:17:03,2,Low
1043,2025-04-26 13:17:04,0,Low
1044,2025-04-26 13:17:05,1,Low
1045,2025-04-26 13:17:06,0,Low
1046,2025-04-26 13:17:07,3,Low
1047,2025-04-26 13:17:08,1,Low
1048,2025-04-26 13:17:09,1,Low
1049,2025-04-26 13:17:10,1,Low
1050,2025-04-26 13:17:11,2,Low
1051,2025-04-26 13:16:22,3,Low
1052,2025-04-26 13:16:23,0,Low
1053,2025-04-26 13:16:24,0,Low
1054,2025-04-26 13:16:25,1,Low
1055,2025-04-26 13:16:26,3,Low
1056,2025-04-26 13:16:27,2,Low
1057,2025-04-26 13:16:28,1,Low
1058,2025-04-26 13:16:29,1,Low
1059,2025-04-26 13:16:30,2,Low
1060,2025-04-26 13:16:31,2,Low
1061,2025-04-26 13:16:32,2,Low
1062,2025-04-26 13:16:33,0,Low
1063,2025-04-26 13:16:34,0,Low
1064,2025-04-26 13:16:35,0,Low
1065,2025-04-26 13:16:36,0,Low
1066,2025-04-26 13:16:37,1,Low
1067,2025-04-26 13:16:38,0,Low
1068,2025-04-26 13:16:39,3,Low
1069,2025-04-26 13:16:40,1,Low
1070,2025-04-26 13:16:41,1,Low
1071,2025-04-26 13:16:42,3,Low
1072,2025-04-26 13:16:43,0,Low
1073,2025-04-26 13:16:44,3,Low
1074,2025-04-26 13:16:45,2,Low
1075,2025-04-26 13:16:46,0,Low
1076,2025-04-26 13:16:47,1,Low
1077,2025-04-26 13:16:48,0,Low
1078,2025-04-26 13:16:49,0,Low
1079,2025-04-26 13:16:50,2,Low
1080,2025-04-26 13:16:51,0,Low
1081,2025-04-26 13:16:52,1,Low
1082,2025-04-26 13:16:53,1,Low
1083,2025-04-26 13:16:54,1,Low
1084,2025-04-26 13:16:55,1,Low
1085,2025-04-26 13:16:56,0,Low
1086,2025-04-26 13:16:57,0,Low
1087,2025-04-26 13:16:58,1,Low
1088,2025-04-26 13:16:59,2,Low
1089,2025-04-26 13:17:00,1,Low
1090,2025-04-26 13:17:01,2,Low
1091,2025-04-26 13:17:02,3,Low
1092,2025-04-26 13:17:03,2,Low
1093,2025-04-26 13:17:04,0,Low
1094,2025-04-26 13:17:05,1,Low
1095,2025-04-26 13:17:06,0,Low
1096,2025-04-26 13:17:07,3,Low
1097,2025-04-26 13:17:08,1,Low
1098,2025-04-26 13:17:09,1,Low
1099,2025-04-26 13:17:10,1,Low
1100,2025-04-26 13:17:11,2,Low
1101,2025-04-26 13:16:22,3,Low
1102,2025-04-26 13:16:23,0,Low
1103,2025-04-26 13:16:24,0,Low
1104,2025-04-26 13:16:25,1,Low
1105,2025-04-26 13:16:26,3,Low
1106,2025-04-26 13:16:27,2,Low
1107,2025-04-26 13:16:28,1,Low
1108,2025-04-26 13:16:29,1,Low
1109,2025-04-26 13:16:30,2,Low
1110,2025-04-26 13:16:31,2,Low
1111,2025-04-26 13:16:32,2,Low
1112,2025-04-26 13:16:33,0,Low
1113,2025-04-26 13:16:34,0,Low
1114,2025-04-26 13:16:35,0,Low
1115,2025-04-26 13:16:36,0,Low
1116,2025-04-26 13:16:37,1,Low
1117,2025-04-26 13:16:38,0,Low
1118,2025-04-26 13:16:39,3,Low
1119,2025-04-26 13:16:40,1,Low
1120,2025-04-26 13:16:41,1,Low
1121,2025-04-26 13:16:42,3,Low
1122,2025-04-26 13:16:43,0,Low
1123,2025-04-26 13:16:44,3,Low
1124,2025-04-26 13:16:45,2,Low
1125,2025-04-26 13:16:46,0,Low
1126,2025-04-26 13:16:47,1,Low
1127,2025-04-26 13:16:48,0,Low
1128,2025-04-26 13:16:49,0,Low
1129,2025-04-26 13:16:50,2,Low
1130,2025-04-26 13:16:51,0,Low
1131,2025-04-26 13:16:52,1,Low
1132,2025-04-26 13:16:53,1,Low
1133,2025-04-26 13:16:54,1,Low
1134,2025-04-26 13:16:55,1,Low
1135,2025-04-26 13:16:56,0,Low
1136,2025-04-26 13:16:57,0,Low
1137,2025-04-26 13:16:58,1,Low
1138,2025-04-26 13:16:59,2,Low
1139,2025-04-26 13:17:00,1,Low
1140,2025-04-26 13:17:01,2,Low
1141,2025-04-26 13:17:02,3,Low
1142,2025-04-26 13:17:03,2,Low
1143,2025-04-26 13:17:04,0,Low
1144,2025-04-26 13:17:05,1,Low
1145,2025-04-26 13:17:06,0,Low
1146,2025-04-26 13:17:07,3,Low
1147,2025-04-26 13:17:08,1,Low
1148,2025-04-26 13:17:09,1,Low
1149,2025-04-26 13:17:10,1,Low
1150,2025-04-26 13:17:11,2,Low
1151,2025-04-26 13:16:22,3,Low
1152,2025-04-26 13:16:23,0,Low
1153,2025-04-26 13:16:24,0,Low
1154,2025-04-26 13:16:25,1,Low
1155,2025-04-26 13:16:26,3,Low
1156,2025-04-26 13:16:27,2,Low
1157,2025-04-26 13:16:28,1,Low
1158,2025-04-26 13:16:29,1,Low
1159,2025-04-26 13:16:30,2,Low
1160,2025-04-26 13:16:31,2,Low
1161,2025-04-26 13:16:32,2,Low
1162,2025-04-26 13:16:33,0,Low
1163,2025-04-26 13:16:34,0,Low
1164,2025-04-26 13:16:35,0,Low
1165,2025-04-26 13:16:36,0,Low
1166,2025-04-26 13:16:37,1,Low
1167,2025-04-26 13:16:38,0,Low
1168,2025-04-26 13:16:39,3,Low
1169,2025-04-26 13:16:40,1,Low
1170,2025-04-26 13:16:41,1,Low
1171,2025-04-26 13:16:42,3,Low
1172,2025-04-26 13:16:43,0,Low
1173,2025-04-26 13:16:44,3,Low
1174,2025-04-26 13:16:45,2,Low
1175,2025-04-26 13:16:46,0,Low
1176,2025-04-26 13:16:47,1,Low
1177,2025-04-26 13:16:48,0,Low
1178,2025-04-26 13:16:49,0,Low
1179,2025-04-26 13:16:50,2,Low
1180,2025-04-26 13:16:51,0,Low
1181,2025-04-26 13:16:52,1,Low
1182,2025-04-26 13:16:53,1,Low
1183,2025-04-26 13:16:54,1,Low
1184,2025-04-26 13:16:55,1,Low
1185,2025-04-26 13:16:56,0,Low
1186,2025-04-26 13:16:57,0,Low
1187,2025-04-26 13:16:58,1,Low
1188,2025-04-26 13:16:59,2,Low
1189,2025-04-26 13:17:00,1,Low
1190,2025-04-26 13:17:01,2,Low
1191,2025-04-26 13:17:02,3,Low
1192,2025-04-26 13:17:03,2,Low
1193,2025-04-26 13:17:04,0,Low
1194,2025-04-26 13:17:05,1,Low
1195,2025-04-26 13:17:06,0,Low
1196,2025-04-26 13:17:07,3,Low
1197,2025-04-26 13:17:08,1,Low
1198,2025-04-26 13:17:09,1,Low
1199,2025-04-26 13:17:10,1,Low
1200,2025-04-26 13:17:11,2,Low
1201,2025-04-26 13:16:22,3,Low
1202,2025-04-26 13:16:23,0,Low
1203,2025-04-26 13:16:24,0,Low
1204,2025-04-26 13:16:25,1,Low
1205,2025-04-26 13:16:26,3,Low
1206,2025-04-26 13:16:27,2,Low
1207,2025-04-26 13:16:28,1,Low
1208,2025-04-26 13:16:29,1,Low
1209,2025-04-26 13:16:30,2,Low
1210,2025-04-26 13:16:31,2,Low
1211,2025-04-26 13:16:32,2,Low
1212,2025-04-26 13:16:33,0,Low
1213,2025-04-26 13:16:34,0,Low
1214,2025-04-26 13:16:35,0,Low
1215,2025-04-26 13:16:36,0,Low
1216,2025-04-26 13:16:37,1,Low
1217,2025-04-26 13:16:38,0,Low
1218,2025-04-26 13:16:39,3,Low
1219,2025-04-26 13:16:40,1,Low
1220,2025-04-26 13:16:41,1,Low
1221,2025-04-26 13:16:42,3,Low
1222,2025-04-26 13:16:43,0,Low
1223,2025-04-26 13:16:44,3,Low
1224,2025-04-26 13:16:45,2,Low
1225,2025-04-26 13:16:46,0,Low
1226,2025-04-26 13:16:47,1,Low
1227,2025-04-26 13:16:48,0,Low
1228,2025-04-26 13:16:49,0,Low
1229,2025-04-26 13:16:50,2,Low
1230,2025-04-26 13:16:51,0,Low
1231,2025-04-26 13:16:52,1,Low
1232,2025-04-26 13:16:53,1,Low
1233,2025-04-26 13:16:54,1,Low
1234,2025-04-26 13:16:55,1,Low
1235,2025-04-26 13:16:56,0,Low
1236,2025-04-26 13:16:57,0,Low
1237,2025-04-26 13:16:58,1,Low
1238,2025-04-26 13:16:59,2,Low
1239,2025-04-26 13:17:00,1,Low
1240,2025-04-26 13:17:01,2,Low
1241,2025-04-26 13:17:02,3,Low
1242,2025-04-26 13:17:03,2,Low
1243,2025-04-26 13:17:04,0,Low
1244,2025-04-26 13:17:05,1,Low
1245,2025-04-26 13:17:06,0,Low
1246,2025-04-26 13:17:07,3,Low
1247,2025-04-26 13:17:08,1,Low
1248,2025-04-26 13:17:09,1,Low
1249,2025-04-26 13:17:10,1,Low
1250,2025-04-26 13:17:11,2,Low
1251,2025-04-26 13:16:22,3,Low
1252,2025-04-26 13:16:23,0,Low
1253,2025-04-26 13:16:24,0,Low
1254,2025-04-26 13:16:25,1,Low
1255,2025-04-26 13:16:26,3,Low
1256,2025-04-26 13:16:27,2,Low
1257,2025-04-26 13:16:28,1,Low
1258,2025-04-26 13:16:29,1,Low
1259,2025-04-26 13:16:30,2,Low
1260,2025-04-26 13:16:31,2,Low
1261,2025-04-26 13:16:32,2,Low
1262,2025-04-26 13:16:33,0,Low
1263,2025-04-26 13:16:34,0,Low
1264,2025-04-26 13:16:35,0,Low
1265,2025-04-26 13:16:36,0,Low
1266,2025-04-26 13:16:37,1,Low
1267,2025-04-26 13:16:38,0,Low
1268,2025-04-26 13:16:39,3,Low
1269,2025-04-26 13:16:40,1,Low
1270,2025-04-26 13:16:41,1,Low
1271,2025-04-26 13:16:42,3,Low
1272,2025-04-26 13:16:43,0,Low
1273,2025-04-26 13:16:44,3,Low
1274,2025-04-26 13:16:45,2,Low
1275,2025-04-26 13:16:46,0,Low
1276,2025-04-26 13:16:47,1,Low
1277,2025-04-26 13:16:48,0,Low
1278,2025-04-26 13:16:49,0,Low
1279,2025-04-26 13:16:50,2,Low
1280,2025-04-26 13:16:51,0,Low
1281,2025-04-26 13:16:52,1,Low
1282,2025-04-26 13:16:53,1,Low
1283,2025-04-26 13:16:54,1,Low
1284,2025-04-26 13:16:55,1,Low
1285,2025-04-26 13:16:56,0,Low
1286,2025-04-26 13:16:57,0,Low
1287,2025-04-26 13:16:58,1,Low
1288,2025-04-26 13:16:59,2,Low
1289,2025-04-26 13:17:00,1,Low
1290,2025-04-26 13:17:01,2,Low
1291,2025-04-26 13:17:02,3,Low
1292,2025-04-26 13:17:03,2,Low
1293,2025-04-26 13:17:04,0,Low
1294,2025-04-26 13:17:05,1,Low
1295,2025-04-26 13:17:06,0,Low
1296,2025-04-26 13:17:07,3,Low
1297,2025-04-26 13:17:08,1,Low
1298,2025-04-26 13:17:09,1,Low
1299,2025-04-26 13:17:10,1,Low
1300,2025-04-26 13:17:11,2,Low
1301,2025-04-26 13:16:22,3,Low
1302,2025-04-26 13:16:23,0,Low
1303,2025-04-26 13:16:24,0,Low
1304,2025-04-26 13:16:25,1,Low
1305,2025-04-26 13:16:26,3,Low
1306,2025-04-26 13:16:27,2,Low
1307,2025-04-26 13:16:28,1,Low
1308,2025-04-26 13:16:29,1,Low
1309,2025-04-26 13:16:30,2,Low
1310,2025-04-26 13:16:31,2,Low
1311,2025-04-26 13:16:32,2,Low
1312,2025-04-26 13:16:33,0,Low
1313,2025-04-26 13:16:34,0,Low
1314,2025-04-26 13:16:35,0,Low
1315,2025-04-26 13:16:36,0,Low
1316,2025-04-26 13:16:37,1,Low
1317,2025-04-26 13:16:38,0,Low
1318,2025-04-26 13:16:39,3,Low
1319,2025-04-26 13:16:40,1,Low
1320,2025-04-26 13:16:41,1,Low
1321,2025-04-26 13:16:42,3,Low
1322,2025-04-26 13:16:43,0,Low
1323,2025-04-26 13:16:44,3,Low
1324,2025-04-26 13:16:45,2,Low
1325,2025-04-26 13:16:46,0,Low
1326,2025-04-26 13:16:47,1,Low
1327,2025-04-26 13:16:48,0,Low
1328,2025-04-26 13:16:49,0,Low
1329,2025-04-26 13:16:50,2,Low
1330,2025-04-26 13:16:51,0,Low
1331,2025-04-26 13:16:52,1,Low
1332,2025-04-26 13:16:53,1,Low
1333,2025-04-26 13:16:54,1,Low
1334,2025-04-26 13:16:55,1,Low
1335,2025-04-26 13:16:56,0,Low
1336,2025-04-26 13:16:57,0,Low
1337,2025-04-26 13:16:58,1,Low
1338,2025-04-26 13:16:59,2,Low
1339,2025-04-26 13:17:00,1,Low
1340,2025-04-26 13:17:01,2,Low
1341,2025-04-26 13:17:02,3,Low
1342,2025-04-26 13:17:03,2,Low
1343,2025-04-26 13:17:04,0,Low
1344,2025-04-26 13:17:05,1,Low
1345,2025-04-26 13:17:06,0,Low
1346,2025-04-26 13:17:07,3,Low
1347,2025-04-26 13:17:08,1,Low
1348,2025-04-26 13:17:09,1,Low
1349,2025-04-26 13:17:10,1,Low
1350,2025-04-26 13:17:11,2,Low
1351,2025-04-26 13:16:22,3,Low
1352,2025-04-26 13:16:23,0,Low
1353,2025-04-26 13:16:24,0,Low
1354,2025-04-26 13:16:25,1,Low
1355,2025-04-26 13:16:26,3,Low
1356,2025-04-26 13:16:27,2,Low
1357,2025-04-26 13:16:28,1,Low
1358,2025-04-26 13:16:29,1,Low
1359,2025-04-26 13:16:30,2,Low
1360,2025-04-26 13:16:31,2,Low
1361,2025-04-26 13:16:32,2,Low
1362,2025-04-26 13:16:33,0,Low
1363,2025-04-26 13:16:34,0,Low
1364,2025-04-26 13:16:35,0,Low
1365,2025-04-26 13:16:36,0,Low
1366,2025-04-26 13:16:37,1,Low
1367,2025-04-26 13:16:38,0,Low
1368,2025-04-26 13:16:39,3,Low
1369,2025-04-26 13:16:40,1,Low
1370,2025-04-26 13:16:41,1,Low
1371,2025-04-26 13:16:42,3,Low
1372,2025-04-26 13:16:43,0,Low
1373,2025-04-26 13:16:44,3,Low
1374,2025-04-26 13:16:45,2,Low
1375,2025-04-26 13:16:46,0,Low
1376,2025-04-26 13:16:47,1,Low
1377,2025-04-26 13:16:48,0,Low
1378,2025-04-26 13:16:49,0,Low
